timestamp,job,image_path,char_x,char_y,platform_id,actions
0.0009996891021728516,키네시스,키네시스_1768415476349.jpg,59,136,3,idle
0.10209536552429199,키네시스,키네시스_1768415476410.jpg,59,136,3,idle
0.20258331298828125,키네시스,키네시스_1768415476517.jpg,59,136,3,idle
0.30307769775390625,키네시스,키네시스_1768415476609.jpg,59,136,3,idle
0.4042692184448242,키네시스,키네시스_1768415476716.jpg,59,136,3,idle
0.5053141117095947,키네시스,키네시스_1768415476823.jpg,59,136,3,idle
0.6054658889770508,키네시스,키네시스_1768415476929.jpg,59,136,3,idle
0.7065398693084717,키네시스,키네시스_1768415477006.jpg,59,136,3,idle
0.8076441287994385,키네시스,키네시스_1768415477098.jpg,59,136,3,idle
0.9088599681854248,키네시스,키네시스_1768415477220.jpg,59,136,3,idle
1.0095713138580322,키네시스,키네시스_1768415477296.jpg,59,136,3,idle
1.1106503009796143,키네시스,키네시스_1768415477418.jpg,59,136,3,idle
1.2117834091186523,키네시스,키네시스_1768415477525.jpg,59,136,3,idle
1.3118808269500732,키네시스,키네시스_1768415477617.jpg,59,136,3,move_left
1.412992000579834,키네시스,키네시스_1768415477708.jpg,59,136,3,jump move_left
1.5142061710357666,키네시스,키네시스_1768415477816.jpg,58,133,3,jump move_left
1.6155939102172852,키네시스,키네시스_1768415477922.jpg,56,130,3,move_left
1.7165272235870361,키네시스,키네시스_1768415478029.jpg,55,128,3,idle
1.817784309387207,키네시스,키네시스_1768415478135.jpg,53,129,3,move_left
1.9186725616455078,키네시스,키네시스_1768415478211.jpg,51,131,3,move_left
2.0197649002075195,키네시스,키네시스_1768415478318.jpg,51,131,3,move_right
2.1208553314208984,키네시스,키네시스_1768415478439.jpg,50,135,3,move_right
2.2222182750701904,키네시스,키네시스_1768415478530.jpg,50,136,3,move_right jump
2.323208808898926,키네시스,키네시스_1768415478638.jpg,51,134,3,move_up jump
2.4243006706237793,키네시스,키네시스_1768415478729.jpg,53,131,3,move_up
2.525458335876465,키네시스,키네시스_1768415478836.jpg,54,129,3,move_up
2.626134157180786,키네시스,키네시스_1768415478928.jpg,56,129,3,move_up
2.7271103858947754,키네시스,키네시스_1768415479035.jpg,56,129,3,jump move_up
2.8286027908325195,키네시스,키네시스_1768415479125.jpg,58,126,3,jump move_up
2.929504156112671,키네시스,키네시스_1768415479216.jpg,60,120,3,move_up
3.0308611392974854,키네시스,키네시스_1768415479337.jpg,61,115,-1,move_left
3.131053924560547,키네시스,키네시스_1768415479412.jpg,63,113,-1,move_left
3.2321839332580566,키네시스,키네시스_1768415479535.jpg,64,112,-1,move_left
3.332401752471924,키네시스,키네시스_1768415479656.jpg,66,114,1,move_left
3.433708429336548,키네시스,키네시스_1768415479747.jpg,66,114,1,move_left
3.534653663635254,키네시스,키네시스_1768415479855.jpg,67,117,1,idle
3.6358346939086914,키네시스,키네시스_1768415479946.jpg,68,121,1,idle
3.7363593578338623,키네시스,키네시스_1768415480037.jpg,69,121,1,jump
3.837275981903076,키네시스,키네시스_1768415480145.jpg,69,116,1,jump move_up
3.9380857944488525,키네시스,키네시스_1768415480236.jpg,69,116,1,move_up
4.039163589477539,키네시스,키네시스_1768415480359.jpg,69,114,1,move_up
4.1401097774505615,키네시스,키네시스_1768415480451.jpg,69,113,1,move_up
4.240980386734009,키네시스,키네시스_1768415480558.jpg,69,114,1,jump move_up
4.34185004234314,키네시스,키네시스_1768415480634.jpg,69,108,1,jump move_up
4.443209648132324,키네시스,키네시스_1768415480755.jpg,69,103,-1,move_right
4.54440712928772,키네시스,키네시스_1768415480846.jpg,69,101,-1,move_right
4.645262002944946,키네시스,키네시스_1768415480953.jpg,69,101,-1,move_right
4.7463672161102295,키네시스,키네시스_1768415481029.jpg,69,100,-1,idle
4.847401142120361,키네시스,키네시스_1768415481135.jpg,69,100,-1,move_right
4.948244571685791,키네시스,키네시스_1768415481255.jpg,69,103,-1,move_left
5.049082040786743,키네시스,키네시스_1768415481346.jpg,69,106,1,move_left
5.1492600440979,키네시스,키네시스_1768415481466.jpg,68,106,1,move_down move_left
5.250381708145142,키네시스,키네시스_1768415481573.jpg,68,106,1,move_down jump
5.351486682891846,키네시스,키네시스_1768415481666.jpg,67,106,1,move_down jump
5.452388763427734,키네시스,키네시스_1768415481773.jpg,67,106,1,move_down jump
5.553026914596558,키네시스,키네시스_1768415481864.jpg,67,107,1,move_down move_left jump
